,station_name,station_latitude,station_longitude,fsq_id,poi_name,poi_id,poi_category,poi_distance
1110,Anderson & 2nd,49.269361,-123.13782,4aa839aef964a520385020e3,Afghan Horsemen Restaurant,13066,Afghan Restaurant,63
1111,Anderson & 2nd,49.269361,-123.13782,4d4ccdbefe7fb1f765495542,Bistro 101,13065,Restaurant,64
1112,Anderson & 2nd,49.269361,-123.13782,62420c3e68a11571a6be8fb8,Straight Outta Brooklyn,13064,Pizzeria,55
1113,Anderson & 2nd,49.269361,-123.13782,62f44a5085540803bcd96638,Tru cafe,13035,Coffee Shop,60
1114,Anderson & 2nd,49.269361,-123.13782,5cf4eb74cabcff002c2ef9b3,Blue Hat Bistro,13065,Restaurant,68
1115,Anderson & 2nd,49.269361,-123.13782,61dd5d41f1e33e0a8540066b,Cofu Pressed Sushi,13276,Sushi Restaurant,71
1116,Anderson & 2nd,49.269361,-123.13782,54287f5f498e51a58d74bfae,The Vancouver Fish Co,13338,Seafood Restaurant,158
1117,Anderson & 2nd,49.269361,-123.13782,4b521513f964a520746627e3,Tony's Fish & Oyster Cafe,13338,Seafood Restaurant,178
1118,Anderson & 2nd,49.269361,-123.13782,57a56fd3498e91ae8e3bd5b3,Megabite Pizza,13064,Pizzeria,106
1119,Anderson & 2nd,49.269361,-123.13782,4aabf3dbf964a520255b20e3,Pedro's Organic Coffee House,13035,Coffee Shop,131
1120,Anderson & 2nd,49.269361,-123.13782,4aa74c7bf964a520a34c20e3,Granville Island Brewing,13003,Bar,205
1121,Anderson & 2nd,49.269361,-123.13782,5b2e713c48b04e00349dd771,HY Tea Lounge,13036,Tea Room,122
1122,Anderson & 2nd,49.269361,-123.13782,4b6c7f45f964a520da3e2ce3,Sawa,13034,Café,129
1123,Anderson & 2nd,49.269361,-123.13782,58c08103dad2637c812cb222,Prado Cafe,13034,Café,227
1124,Anderson & 2nd,49.269361,-123.13782,4fc153eee4b02db73e25f171,Yui Green Tea House,13036,Tea Room,139
1125,Anderson & 2nd,49.269361,-123.13782,604c3dd2e22bd868d5ed2b75,Sushi Hanabi,13276,Sushi Restaurant,151
1126,Anderson & 2nd,49.269361,-123.13782,62bf7677f7bd3f5cee4f538a,My Island Cafe,13034,Café,163
1127,Anderson & 2nd,49.269361,-123.13782,4b157699f964a52038ad23e3,Apollonia Greek Restaurant,13177,Greek Restaurant,211
1128,7th & Granville,49.2653,-123.13811,4ac379f4f964a520729b20e3,Paul's Place Restaurant & Omelettery,13027,Bistro,83
1129,7th & Granville,49.2653,-123.13811,4ad69b00f964a520f80721e3,Cheesecake Etc,13040,Dessert Shop,133
1130,7th & Granville,49.2653,-123.13811,4aeb3af1f964a520e1bf21e3,Salade de Fruits Inc,13027,Bistro,134
1131,7th & Granville,49.2653,-123.13811,51f0a5ab498e51fcfd61c69a,Farmer's Apprentice Restaurant,13148,French Restaurant,148
1132,7th & Granville,49.2653,-123.13811,63110083a53d9d13225c47d1,True NOSH,13065,Restaurant,79
1133,7th & Granville,49.2653,-123.13811,4dc1af7ac65b268b41e1b190,Slingers,13054,Food Truck,84
1134,7th & Granville,49.2653,-123.13811,5546c9e5498e448ae20d6ccb,Grapes & Soda,13009,Cocktail Bar,154
1135,7th & Granville,49.2653,-123.13811,4aa73d57f964a520714c20e3,Wicked Cafe,13034,Café,153
1136,7th & Granville,49.2653,-123.13811,4ab0656cf964a5204b6720e3,Lin's Chinese Cuisine and Tea House,13099,Chinese Restaurant,204
1137,7th & Granville,49.2653,-123.13811,4caff4a2eb65b1f7d76468cd,Dose Espresso Bar,13035,Coffee Shop,189
1138,7th & Granville,49.2653,-123.13811,50d4bd11e4b0b55bb4b657a3,Beaucoup Bakery & Cafe,13002,Bakery,227
1139,7th & Granville,49.2653,-123.13811,60231e7b7d357b5391b253f6,Mon Pitou Bistro & Bakery,13027,Bistro,134
1140,7th & Granville,49.2653,-123.13811,4aa6ab95f964a520974a20e3,Cactus Club Cafe West Broadway,13065,Restaurant,230
1141,7th & Granville,49.2653,-123.13811,558cc53b498e248962d07f02,Masa Japanese Restaurant,13276,Sushi Restaurant,237
1142,7th & Granville,49.2653,-123.13811,599741acacb00b52a09edbff,Kathy's Sandwich House,13334,Sandwich Restaurant,185
1143,7th & Granville,49.2653,-123.13811,607cbd982a61853c2f72e7f4,Sushi Master,13276,Sushi Restaurant,187
1144,7th & Granville,49.2653,-123.13811,58194400da82024067fc14fa,5 Spice,13379,Vietnamese Restaurant,189
1145,7th & Granville,49.2653,-123.13811,4ab46012f964a5200e7120e3,Blenz Coffee,13034,Café,205
1146,7th & Granville,49.2653,-123.13811,4ad0fc3ef964a520bddb20e3,McDonald's,13031,Burger Joint,204
1147,7th & Granville,49.2653,-123.13811,4b915d66f964a52086b633e3,CRU Wine Bar,13025,Wine Bar,212
1148,7th & Granville,49.2653,-123.13811,616342913f223520f080671c,Freshii,13377,Vegan and Vegetarian Restaurant,219
1149,7th & Granville,49.2653,-123.13811,5f25e2b14c19ba0380cf700c,Shin Ka Gyuu 辛火牛,13263,Japanese Restaurant,225
1150,7th & Granville,49.2653,-123.13811,57efeaedcd10095e5f29ba04,Breakfast Table,13065,Restaurant,746
1151,7th & Granville,49.2653,-123.13811,4d59d9953281b1f795b2bf2f,Vancouver Townhouse,11149,Real Estate Agency,1432
1152,10th & Granville,49.262598,-123.138921,52e3117c498e80bce38c3c3b,SushiVan,13276,Sushi Restaurant,59
1153,10th & Granville,49.262598,-123.138921,4b0c9da8f964a520314023e3,The Marquis,13003,Bar,62
1154,10th & Granville,49.262598,-123.138921,4aa6ab95f964a520974a20e3,Cactus Club Cafe West Broadway,13065,Restaurant,104
1155,10th & Granville,49.262598,-123.138921,4b16d5a2f964a52028be23e3,Starbucks,13035,Coffee Shop,59
1156,10th & Granville,49.262598,-123.138921,4ab0656cf964a5204b6720e3,Lin's Chinese Cuisine and Tea House,13099,Chinese Restaurant,140
1157,10th & Granville,49.262598,-123.138921,4caff4a2eb65b1f7d76468cd,Dose Espresso Bar,13035,Coffee Shop,129
1158,10th & Granville,49.262598,-123.138921,4ab46012f964a5200e7120e3,Blenz Coffee,13034,Café,103
1159,10th & Granville,49.262598,-123.138921,50355fb8f1361d2e0135de0b,Heirloom Vegetarian,13377,Vegan and Vegetarian Restaurant,188
1160,10th & Granville,49.262598,-123.138921,57fc1787498ea280c2c3aa3e,Trees Organic Coffee,13034,Café,166
1161,10th & Granville,49.262598,-123.138921,4ad0fc3ef964a520bddb20e3,McDonald's,13031,Burger Joint,116
1162,10th & Granville,49.262598,-123.138921,4c8af50675ba9c746e5b555c,Suika,13276,Sushi Restaurant,221
1163,10th & Granville,49.262598,-123.138921,599741acacb00b52a09edbff,Kathy's Sandwich House,13334,Sandwich Restaurant,126
1164,10th & Granville,49.262598,-123.138921,607cbd982a61853c2f72e7f4,Sushi Master,13276,Sushi Restaurant,127
1165,10th & Granville,49.262598,-123.138921,58194400da82024067fc14fa,5 Spice,13379,Vietnamese Restaurant,127
1166,10th & Granville,49.262598,-123.138921,603b133e0d2ef05d57b35103,Bombay Kitchen and Bar,13003,Bar,128
1167,10th & Granville,49.262598,-123.138921,4b915d66f964a52086b633e3,CRU Wine Bar,13025,Wine Bar,140
1168,10th & Granville,49.262598,-123.138921,558cc53b498e248962d07f02,Masa Japanese Restaurant,13276,Sushi Restaurant,195
1169,10th & Granville,49.262598,-123.138921,616342913f223520f080671c,Freshii,13377,Vegan and Vegetarian Restaurant,153
1170,10th & Granville,49.262598,-123.138921,4aa80bc7f964a520f64e20e3,Earls Restaurant,13064,Pizzeria,220
1171,10th & Granville,49.262598,-123.138921,5f25e2b14c19ba0380cf700c,Shin Ka Gyuu 辛火牛,13263,Japanese Restaurant,163
1172,10th & Granville,49.262598,-123.138921,4b421500f964a5206ecc25e3,Tim Hortons,13032,"Cafes, Coffee, and Tea Houses",188
1173,10th & Granville,49.262598,-123.138921,4b4e30c3f964a520a9e426e3,Subway,13039,Deli,177
1174,10th & Granville,49.262598,-123.138921,4d98c976647d8cfaa33ef83d,The Birds Nest,13065,Restaurant,187
1175,10th & Granville,49.262598,-123.138921,4c64ee69e0c4be9a37f38658,Bella Pizza,13064,Pizzeria,191
1176,10th & Granville,49.262598,-123.138921,5b1045151f8ed6002c4e171e,Fiore Restaurants,13236,Italian Restaurant,196
1177,10th & Granville,49.262598,-123.138921,56bd5bed498e9919a8f6c8b4,Storm Crow Alehouse,10000,Arts and Entertainment,241
1178,10th & Granville,49.262598,-123.138921,57efeaedcd10095e5f29ba04,Breakfast Table,13065,Restaurant,444
1179,14th & Granville,49.25894,-123.139272,5a262b3ca6031c4b2e17b288,Bin 4 Burger Lounge,13031,Burger Joint,53
1180,14th & Granville,49.25894,-123.139272,4aa98d22f964a520375420e3,Caffe Barney,13049,Diner,38
1181,14th & Granville,49.25894,-123.139272,4d12c84a0ad2f04d420baf54,Tratorria Italian Kitchen,13236,Italian Restaurant,14
1182,14th & Granville,49.25894,-123.139272,5ba59a6bfebf31002cb54fa0,Small Victory,13002,Bakery,89
1183,14th & Granville,49.25894,-123.139272,52a2824611d291de6b8ad536,Stable House Bistro,10000,Arts and Entertainment,89
1184,14th & Granville,49.25894,-123.139272,4ae7284ff964a520f4a821e3,Bean Around the World,13034,Café,38
1185,14th & Granville,49.25894,-123.139272,4ac7e776f964a5207aba20e3,Phoscao Cafe,13034,Café,35
1186,14th & Granville,49.25894,-123.139272,547a2e92498edd0ef851809c,Heirloom Juice Co,13059,Juice Bar,147
1187,14th & Granville,49.25894,-123.139272,50355fb8f1361d2e0135de0b,Heirloom Vegetarian,13377,Vegan and Vegetarian Restaurant,219
1188,14th & Granville,49.25894,-123.139272,63422be8d3f1e432128d3918,Impostori,13236,Italian Restaurant,133
1189,14th & Granville,49.25894,-123.139272,59a33cf359fe5c0d4f72ff41,The Rise Eatery,13072,Asian Restaurant,136
1190,14th & Granville,49.25894,-123.139272,4d98c976647d8cfaa33ef83d,The Birds Nest,13065,Restaurant,220
1191,14th & Granville,49.25894,-123.139272,5b1045151f8ed6002c4e171e,Fiore Restaurants,13236,Italian Restaurant,228
1192,14th & Cambie,49.258763,-123.115392,52ae4f3c11d227ba4f4b055a,Indian Roti Kitchen,13199,Indian Restaurant,30
1193,14th & Cambie,49.258763,-123.115392,4af0ca31f964a52035df21e3,The Firewood Cafe,13064,Pizzeria,35
1194,14th & Cambie,49.258763,-123.115392,57e6d0a2498e8d223bc2af56,Passion8 Dessert Cafe,13034,Café,48
1195,14th & Cambie,49.258763,-123.115392,4aa82865f964a520b34f20e3,Tropika Malaysian & Thai Cuisine 星馬印,13299,Malay Restaurant,19
1196,14th & Cambie,49.258763,-123.115392,4bc2aa604cdfc9b6a9749621,Hot Delivery Chinese Food,13099,Chinese Restaurant,35
1197,14th & Cambie,49.258763,-123.115392,4aac71adf964a520fa5d20e3,Shiro Japanese Restaurant,13049,Diner,102
1198,14th & Cambie,49.258763,-123.115392,4c47a56896abd13a8eb47101,New Sun Restaurant,13099,Chinese Restaurant,57
1199,14th & Cambie,49.258763,-123.115392,5674aec9498e6800815c3598,Vij's,13199,Indian Restaurant,139
1200,14th & Cambie,49.258763,-123.115392,6194486bcfc5a57be287e71f,Chirpyhut Fried Chicken,13055,Fried Chicken Joint,89
1201,14th & Cambie,49.258763,-123.115392,61c9046a080fc2113f359527,The Golden Horn Turkish Bakery & Cafe,13002,Bakery,114
1202,14th & Cambie,49.258763,-123.115392,5e1e5c46568f980008a9fad9,Iden & Quan Ju de Beijing Duck House,13099,Chinese Restaurant,168
1203,14th & Cambie,49.258763,-123.115392,4b7205ecf964a520ac6a2de3,A&W Restaurant,13068,American Restaurant,242
1204,14th & Cambie,49.258763,-123.115392,6031681b8f3fbb0da52233f2,Regal Mansion Cusine,13106,Dim Sum Restaurant,211
1205,14th & Cambie,49.258763,-123.115392,4be48099910020a134ced114,Cultured Coffee & Tea,13035,Coffee Shop,251
1206,14th & Cambie,49.258763,-123.115392,4d34af7a6c7c721ef547c456,Sizzling Wok,13099,Chinese Restaurant,252
1207,Ontario & 5th,49.266724,-123.104824,5b7882e95455b2002c6abf1c,Pure Bread,13002,Bakery,25
1208,Ontario & 5th,49.266724,-123.104824,537e3ec8498ec730b9966b97,The Juice Truck,13059,Juice Bar,59
1209,Ontario & 5th,49.266724,-123.104824,5bcacf35364d97002cae03a0,Tacofino Ocho,13306,Taco Restaurant,52
1210,Ontario & 5th,49.266724,-123.104824,5aee0168d552c7002c136af0,Electric Bicycle Brewing,13029,Brewery,80
1211,Ontario & 5th,49.266724,-123.104824,5158c39fe4b03dbb60d52ad6,Peaceful Restaurant,13099,Chinese Restaurant,82
1212,Ontario & 5th,49.266724,-123.104824,4abd10f6f964a5203f8820e3,Terra Breads,13002,Bakery,78
1213,Ontario & 5th,49.266724,-123.104824,4ab2c5fbf964a520446c20e3,R & B Brewing Inc,13029,Brewery,123
1214,Ontario & 5th,49.266724,-123.104824,61c2341b7c4aea191063dcdc,Blaze Gourmet Burgers,13031,Burger Joint,81
1215,Ontario & 5th,49.266724,-123.104824,5863012d3e8835567907c4fe,Fife Bakery,13002,Bakery,196
1216,Ontario & 5th,49.266724,-123.104824,55d97956498e2c299b5830c0,Faculty Brewing Co,13029,Brewery,219
1217,Ontario & 5th,49.266724,-123.104824,4aae6272f964a520f06120e3,Argo Cafe,13034,Café,206
1218,Ontario & 5th,49.266724,-123.104824,6312aa07a5372f31e1635aa3,Mount Pleasant Vintage & Provisions,13065,Restaurant,152
1219,Ontario & 5th,49.266724,-123.104824,4e01174ae4cd338f2d471280,Rocanini Enterprises Ltd,10000,Arts and Entertainment,215
1220,Ontario & 5th,49.266724,-123.104824,4c48639e417b20a19bbfe0a9,Laura's Coffee Shop,13035,Coffee Shop,170
1221,10th & Main,49.262141,-123.101961,4aa6f181f964a520934b20e3,The Cascade Room,10039,Music Venue,88
1222,10th & Main,49.262141,-123.101961,5a89002646e1b667d127e5c1,La Taqueria,13306,Taco Restaurant,78
1223,10th & Main,49.262141,-123.101961,57859a88498ee75da193d5c7,Fable Diner,13049,Diner,95
1224,10th & Main,49.262141,-123.101961,4aa6f149f964a520914b20e3,Bean Around the World,13034,Café,85
1225,10th & Main,49.262141,-123.101961,4bf04d2051f2c9b68d78f192,Chutney Villa South Indian Cuisine,13199,Indian Restaurant,100
1226,10th & Main,49.262141,-123.101961,5aa23c3c012358676d8b1aca,Tocador,13009,Cocktail Bar,100
1227,10th & Main,49.262141,-123.101961,4aa7d352f964a520684d20e3,Caffe Barney,13065,Restaurant,85
1228,10th & Main,49.262141,-123.101961,538ccfce498ecd4ebc0df664,Dock Lunch,13032,"Cafes, Coffee, and Tea Houses",120
1229,10th & Main,49.262141,-123.101961,5425ccc8498e31ae9597c2b6,East End Chai & Trading Post,13036,Tea Room,73
1230,10th & Main,49.262141,-123.101961,5c6fc0c3446ea60037c21fd9,Billy Button Dessert Bar,13040,Dessert Shop,83
1231,10th & Main,49.262141,-123.101961,562d9634498e9070323fd473,Cafe Phuong Truc,13032,"Cafes, Coffee, and Tea Houses",86
1232,10th & Main,49.262141,-123.101961,4f3c144be4b05966f654ffd6,Subway,13039,Deli,123
1233,10th & Main,49.262141,-123.101961,516e091ce4b06d9610062b46,Burdock & Co,13068,American Restaurant,149
1234,10th & Main,49.262141,-123.101961,50ad91c0e4b0be4ddd7e9ec1,Freshslice Pizza,13064,Pizzeria,100
1235,10th & Main,49.262141,-123.101961,60ee8c0bd3f0ec7d6708d633,Tatta Chulha,13199,Indian Restaurant,102
1236,10th & Main,49.262141,-123.101961,504a9d9fe4b0a294b9cee6eb,JJ's Trucketeria,13000,Dining and Drinking,187
1237,10th & Main,49.262141,-123.101961,61536b6dcb162d5582c9de61,Sushi Kaido,13276,Sushi Restaurant,113
1238,10th & Main,49.262141,-123.101961,5044114ce4b003e2b452ddee,La Petite Cuillere,13036,Tea Room,215
1239,10th & Main,49.262141,-123.101961,4aab07faf964a520a15820e3,Budgies Burritos,13145,Fast Food Restaurant,212
1240,10th & Main,49.262141,-123.101961,4acd77a2f964a52025cc20e3,Our Town Cafe,13035,Coffee Shop,183
1241,10th & Main,49.262141,-123.101961,4ac9482df964a52086bf20e3,Wallflower Modern Diner,13049,Diner,183
1242,10th & Main,49.262141,-123.101961,4ad7d8c7f964a5205f0f21e3,Mali Thai Restaurant,13065,Restaurant,164
1243,10th & Main,49.262141,-123.101961,4aa82a04f964a520be4f20e3,Gene Coffeebar,13035,Coffee Shop,217
1244,10th & Main,49.262141,-123.101961,531142f211d2358d5388bb3c,Fox Cabaret,10024,Movie Theater,235
1245,10th & Main,49.262141,-123.101961,4ca175b919e4236a4d796a89,Lucy's Eastside Diner,13049,Diner,165
1246,10th & Main,49.262141,-123.101961,5d1c117b7226a500236153be,Freshii,13332,Salad Restaurant,157
1247,10th & Main,49.262141,-123.101961,5fdbb890cd8fb33752667c59,Thierry Mount Pleasant,13034,Café,160
1248,10th & Main,49.262141,-123.101961,5f2d918d3731e5073cb1d691,Melo Patisserie,13002,Bakery,167
1249,10th & Main,49.262141,-123.101961,55241e14498e92ebf3809f1b,Home on the Range Organics Ltd,17059,Butcher,167
1250,10th & Main,49.262141,-123.101961,590e4485f62e096687dad696,Maizal RMF,13303,Mexican Restaurant,240
1251,10th & Main,49.262141,-123.101961,50ef41f7e4b016fee4a9c3fe,Broadway Indochine Kitchen + Bar,13099,Chinese Restaurant,225
1252,10th & Main,49.262141,-123.101961,5514a5f8498e19f8bfb3ae68,The Projection Room,10000,Arts and Entertainment,226
1253,Cypress & 4th,49.268269,-123.147885,4c1fcb2db4e62d7f252fe093,Romer's Burger Bar,13031,Burger Joint,43
1254,Cypress & 4th,49.268269,-123.147885,4aac1cf4f964a520565c20e3,Noodlebox,13072,Asian Restaurant,48
1255,Cypress & 4th,49.268269,-123.147885,527febfe11d2a397c8945a9a,Rain or Shine Ice Cream,13046,Ice Cream Parlor,68
1256,Cypress & 4th,49.268269,-123.147885,4aaaa863f964a520d05620e3,Maenam,13352,Thai Restaurant,70
1257,Cypress & 4th,49.268269,-123.147885,4f8214cde4b0c7b856b78366,Fable,13065,Restaurant,88
1258,Cypress & 4th,49.268269,-123.147885,554d16bf498e79a568da04de,Ramen Danbo,13263,Japanese Restaurant,110
1259,Cypress & 4th,49.268269,-123.147885,5d9bf11da74b8d0008d8e4c5,Tacofino Kits Burrito Bar,13306,Taco Restaurant,39
1260,Cypress & 4th,49.268269,-123.147885,50b9718de4b09c65418aaddb,La Cigale French Bistro,13027,Bistro,111
1261,Cypress & 4th,49.268269,-123.147885,4aa8661bf964a5201f5120e3,Trattoria Italian Kitchen,13236,Italian Restaurant,93
1262,Cypress & 4th,49.268269,-123.147885,5be7ba0435d3fc002c48ef9a,Best Falafel,13144,Falafel Restaurant,72
1263,Cypress & 4th,49.268269,-123.147885,587ed07d6cda1c63dd82bdaa,Chi,13377,Vegan and Vegetarian Restaurant,85
1264,Cypress & 4th,49.268269,-123.147885,59bda9970531e83b964183b0,Chi Modern Vietnamese Kitchen,13379,Vietnamese Restaurant,87
1265,Cypress & 4th,49.268269,-123.147885,4c01b1a4716bc9b69a58bc55,Pizza Hut,13064,Pizzeria,112
1266,Cypress & 4th,49.268269,-123.147885,57479d2c498e0cddb26315f7,Ajiya Sushi,13276,Sushi Restaurant,92
1267,Cypress & 4th,49.268269,-123.147885,4ab2a729f964a520c66b20e3,Jitters Caffe,13035,Coffee Shop,111
1268,Cypress & 4th,49.268269,-123.147885,4d70147a27316ea83a30b9aa,The Bibo,13064,Pizzeria,102
1269,Cypress & 4th,49.268269,-123.147885,4aa99848f964a5206f5420e3,Las Margaritas,13303,Mexican Restaurant,165
1270,Cypress & 4th,49.268269,-123.147885,4abff3e8f964a520329320e3,Indian Oven Restaurant Ltd,13199,Indian Restaurant,195
1271,Cypress & 4th,49.268269,-123.147885,5759cbdc498e70af14475a86,Freshii,13332,Salad Restaurant,104
1272,Cypress & 4th,49.268269,-123.147885,5e17e61f28257000084b3773,Mi Casa Mexicana,13303,Mexican Restaurant,158
1273,Cypress & 4th,49.268269,-123.147885,4b722eb3f964a520f1722de3,The Bimini Public House,13018,Pub,217
1274,Cypress & 4th,49.268269,-123.147885,4b4d1d5af964a52080cb26e3,Subway,13039,Deli,201
1275,Cypress & 4th,49.268269,-123.147885,6171c6701eec3629f60bd793,Sushi Flamingo,13276,Sushi Restaurant,182
1276,Cypress & 4th,49.268269,-123.147885,4cf977b92d80a14398f73dd8,Royal Restaurant,13072,Asian Restaurant,184
1277,Cypress & 4th,49.268269,-123.147885,5e223a183b102f0008ecbd07,La Ruota,13236,Italian Restaurant,196
1278,Cypress & 4th,49.268269,-123.147885,61100e7731f102709683146c,Cixi Wonton,13099,Chinese Restaurant,204
1279,Cypress & 4th,49.268269,-123.147885,61102b366962ef77ceb4aa8c,Cixi Wonton,13099,Chinese Restaurant,208
1280,Cypress & 4th,49.268269,-123.147885,5b1a988869e77b002c318a78,Bel Café,13034,Café,212
1281,Cypress & 4th,49.268269,-123.147885,5b22c51b98fbfc002b936a46,Gobble,13068,American Restaurant,212
1282,Nelson & Mainland,49.276436,-123.11877,56e71692498e78e8143f679d,Tacofino,13306,Taco Restaurant,44
1283,Nelson & Mainland,49.276436,-123.11877,4aa7d47ff964a520714d20e3,The Keg Steakhouse + Bar - Yaletown,13065,Restaurant,52
1284,Nelson & Mainland,49.276436,-123.11877,4aa94391f964a520c05220e3,Subway,13039,Deli,14
1285,Nelson & Mainland,49.276436,-123.11877,518c4efa498e10ebaba29413,West Oak,13068,American Restaurant,50
1286,Nelson & Mainland,49.276436,-123.11877,5d97a776e23b880008fe1bab,Ombre Social House,13035,Coffee Shop,15
1287,Nelson & Mainland,49.276436,-123.11877,5af8880a838e59002ce2d728,Angus T,13002,Bakery,96
1288,Nelson & Mainland,49.276436,-123.11877,62463f7a6993f17469d289ee,Moltaqa,13313,Moroccan Restaurant,34
1289,Nelson & Mainland,49.276436,-123.11877,50574432e4b0e7a978f3c474,The Parlour,13064,Pizzeria,103
1290,Nelson & Mainland,49.276436,-123.11877,634a28c830d3d9039cdd1f17,Field & Social,13332,Salad Restaurant,42
1291,Nelson & Mainland,49.276436,-123.11877,4eacd4d2775bad292f2f5189,Pierre's Champagne Lounge,13016,Lounge,91
1292,Nelson & Mainland,49.276436,-123.11877,5942195c9deb7d7da8d449b7,Juice Truck,13059,Juice Bar,49
1293,Nelson & Mainland,49.276436,-123.11877,551af7be498e3ed18d7107de,The Greek by Anatoli,13177,Greek Restaurant,72
1294,Nelson & Mainland,49.276436,-123.11877,4b7f2952f964a520621b30e3,Resto Bar & Grill,13003,Bar,82
1295,Nelson & Mainland,49.276436,-123.11877,5db90dd3a53fc80008bd246b,Bartholomew's Plan,13009,Cocktail Bar,82
1296,Nelson & Mainland,49.276436,-123.11877,546cfab4498e31fa52b38545,Small Victory Bakery,13002,Bakery,186
1297,Nelson & Mainland,49.276436,-123.11877,4fac04c2e4b0685b5b224d9d,Minami Restaurant,13276,Sushi Restaurant,194
1298,Nelson & Mainland,49.276436,-123.11877,57183dd5498e68ebe53ecc01,Smithe Salad,13332,Salad Restaurant,173
1299,Nelson & Mainland,49.276436,-123.11877,61dcdb1a5d9eff066e1ec244,Nightshade,13377,Vegan and Vegetarian Restaurant,109
1300,Nelson & Mainland,49.276436,-123.11877,4aa68888f964a520174a20e3,V at Earls Yaletown,13016,Lounge,156
1301,Nelson & Mainland,49.276436,-123.11877,4aa7fb69f964a5207e4e20e3,Bistro Sakana,13027,Bistro,205
1302,Nelson & Mainland,49.276436,-123.11877,4b6d04bcf964a52041632ce3,Lupo Restaurant & Vinoteca,13236,Italian Restaurant,210
1303,Nelson & Mainland,49.276436,-123.11877,4aa7ca97f964a520384d20e3,Earls,13068,American Restaurant,140
1304,Nelson & Mainland,49.276436,-123.11877,5bf1d086a2c00b002cf8850e,Bake49,13002,Bakery,129
1305,Nelson & Mainland,49.276436,-123.11877,4aaa02cbf964a520905520e3,Yaletown Brewing Co,13022,Sports Bar,195
1306,Nelson & Mainland,49.276436,-123.11877,51a7a349454a2b1f0e2449f8,Homer St. Cafe and Bar,13148,French Restaurant,241
1307,Nelson & Mainland,49.276436,-123.11877,5aa0be6acad1b609c0601f6d,Robba da Matti,13236,Italian Restaurant,207
1308,Nelson & Mainland,49.276436,-123.11877,517ccf1de4b0a5232a99e385,Paulies Kitchen,13236,Italian Restaurant,226
1309,Nelson & Mainland,49.276436,-123.11877,53eee415498ea6fcd96a91d3,The Loft at Earls Restaurant,13016,Lounge,153
1310,Nelson & Mainland,49.276436,-123.11877,517b21d7e4b08338c6c6e247,The Distillery Bar + Kitchen,13009,Cocktail Bar,219
1311,Nelson & Mainland,49.276436,-123.11877,5650184c498e340b58909282,Hello Goodbye,10000,Arts and Entertainment,220
1312,Nelson & Mainland,49.276436,-123.11877,57196f28498e2aeaefab44b2,7 Days Coffee,17066,Fish Market,174
1313,Nelson & Mainland,49.276436,-123.11877,4aa740d2f964a5207b4c20e3,Blenz Coffee,13034,Café,179
1314,Nelson & Mainland,49.276436,-123.11877,4aa80ad7f964a520ed4e20e3,O-Cha Tea Bar,13036,Tea Room,229
1315,Nelson & Mainland,49.276436,-123.11877,5fa4d37ab9755669c26524ea,Tutto Restaurant & Bar,13236,Italian Restaurant,213
1316,Nelson & Mainland,49.276436,-123.11877,6264b0d4befc6d0886c16255,Mapo Pancake House,13289,Korean Restaurant,224
1317,Nelson & Mainland,49.276436,-123.11877,5b5e70d2be7078002c2514dc,Milssam Tacorea,13306,Taco Restaurant,232
1318,Nelson & Mainland,49.276436,-123.11877,5121433ae4b02e58d0821c02,Blackechocoffee,13034,Café,233
1319,Nelson & Richards,49.277844,-123.120942,57e351fe498ea398546051b6,Nero Belgian Waffle Bar,13040,Dessert Shop,103
1320,Nelson & Richards,49.277844,-123.120942,5276c109498e8f46e1c7296a,24 Train Express Noodle House,13379,Vietnamese Restaurant,82
1321,Nelson & Richards,49.277844,-123.120942,4aa96904f964a520865320e3,Starbucks,13035,Coffee Shop,94
1322,Nelson & Richards,49.277844,-123.120942,50574432e4b0e7a978f3c474,The Parlour,13064,Pizzeria,136
1323,Nelson & Richards,49.277844,-123.120942,546cfab4498e31fa52b38545,Small Victory Bakery,13002,Bakery,150
1324,Nelson & Richards,49.277844,-123.120942,4aa7d47ff964a520714d20e3,The Keg Steakhouse + Bar - Yaletown,13065,Restaurant,173
1325,Nelson & Richards,49.277844,-123.120942,4eacd4d2775bad292f2f5189,Pierre's Champagne Lounge,13016,Lounge,149
1326,Nelson & Richards,49.277844,-123.120942,56e71692498e78e8143f679d,Tacofino,13306,Taco Restaurant,193
1327,Nelson & Richards,49.277844,-123.120942,4d07ae068620224b496eb940,Stirfry Attic,13315,Noodle Restaurant,100
1328,Nelson & Richards,49.277844,-123.120942,51a7a349454a2b1f0e2449f8,Homer St. Cafe and Bar,13148,French Restaurant,203
1329,Nelson & Richards,49.277844,-123.120942,5b3e723b5a2c91002ca1b981,Heirs Pears,13034,Café,134
1330,Nelson & Richards,49.277844,-123.120942,4aa7f6f2f964a520464e20e3,Uva Wine Bar,13025,Wine Bar,202
1331,Nelson & Richards,49.277844,-123.120942,5af8880a838e59002ce2d728,Angus T,13002,Bakery,221
1332,Nelson & Richards,49.277844,-123.120942,4b60f824f964a520f8032ae3,The Penthouse,10032,Night Club,133
1333,Nelson & Richards,49.277844,-123.120942,56528544498e8520771229fc,Hungry Guys Kitchen,13305,Burrito Restaurant,216
1334,Nelson & Richards,49.277844,-123.120942,56a8fbd6498e80ba3f11b798,Per Se Social Corner,13039,Deli,205
1335,Nelson & Richards,49.277844,-123.120942,518c4efa498e10ebaba29413,West Oak,13068,American Restaurant,200
